frame.number|frame.interface_name|frame.time_epoch|_ws.col.ipsrc|_ws.col.ipdst|ip.src_host|ip.dst_host|tcp.stream|tcp.srcport|tcp.dstport|tcp.window_size|tcp.flags|tcp.option_kind|tcp.seq|tcp.len|tcp.ack|tcp.options.timestamp.tsval|tcp.options.timestamp.tsecr|mptcp.expected_token|mptcp.stream|tcp.options.mptcp.sendkey|tcp.options.mptcp.recvkey|tcp.options.mptcp.recvtok|tcp.options.mptcp.datafin.flag|tcp.options.mptcp.version|tcp.options.mptcp.subtype|tcp.options.mptcp.rawdataseqno|tcp.options.mptcp.rawdataack|tcp.options.mptcp.subflowseqno|tcp.options.mptcp.datalvllen|tcp.options.mptcp.addrid|mptcp.rawdsn64|mptcp.ack|mptcp.dsn|mptcp.related_mapping|mptcp.reinjection_of|mptcp.reinjected_in
1988|any|1529916742.873074870|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1115093|2856|1|908385104|549||1||||0||2||3485921993||||6246007917519310667|1|2346786|1933||
1989|any|1529916742.882820363|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1117949|2856|1|908385111|549||1||||0||2||3485921993||||6246007917519313523|1|2349642|1933||
1990|any|1529916742.885995151|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1117949|908385497|393||1||||0||2||3020110675||||13300256311687443145|2292522|1|||
1991|any|1529916742.893802665|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1120805|908385506|395||1||||0||2||3020110675||||13300256311687443145|2292522|1|||
1992|any|1529916742.896001263|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1120805|2856|1|908385113|549||1||||0||2||3485921993||||6246007917519316379|1|2352498|1933||
1993|any|1529916742.908718743|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1123661|908385520|407||1||||0||2||3020110675||||13300256311687443145|2292522|1|||
1994|any|1529916742.908720912|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1123661|1428|1|908385121|549||1||||0||2||3485921993||||6246007917519319235|1|2355354|1933||
1995|any|1529916742.913789764|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000018|1,1,8,30,1,1|1125089|2552|1|908385244|68||1||||0||2|3020174935|3485921993|1125089|2552||6246007917519320663|1|2356782|1995||
1996|any|1529916742.925951420|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1127641|908385537|411||1||||0||2||3020177487||||13300256311687443145|2359334|1|||
1997|any|1529916742.930864095|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|733184|0x00000010|1,1,8,1,1,5,30|1|0|31417|908385532|46||1||||0||2||3020113531||||13300256311687443145|2295378|1|||
1998|any|1529916742.930870407|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|733184|0x00000010|1,1,8,1,1,5,30|1|0|31417|908385532|46||1||||0||2||3020116387||||13300256311687443145|2298234|1|||
1999|any|1529916742.930871362|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|732672|0x00000010|1,1,8,1,1,5,30|1|0|31417|908385532|46||1||||0||2||3020119243||||13300256311687443145|2301090|1|||
2000|any|1529916742.930872066|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|730624|0x00000010|1,1,8,1,1,5,30|1|0|31417|908385532|46||1||||0||2||3020122099||||13300256311687443145|2303946|1|||
2001|any|1529916742.930872727|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|728576|0x00000010|1,1,8,1,1,5,30|1|0|31417|908385532|46||1||||0||2||3020124955||||13300256311687443145|2306802|1|||
2002|any|1529916742.930873531|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|726528|0x00000010|1,1,8,1,1,5,30|1|0|31417|908385532|46||1||||0||2||3020127811||||13300256311687443145|2309658|1|||
2003|any|1529916742.930874253|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|724480|0x00000010|1,1,8,1,1,5,30|1|0|31417|908385532|46||1||||0||2||3020130667||||13300256311687443145|2312514|1|||
2004|any|1529916742.930874948|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|722432|0x00000010|1,1,8,1,1,5,30|1|0|31417|908385532|46||1||||0||2||3020133523||||13300256311687443145|2315370|1|||
2005|any|1529916742.930875627|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|720384|0x00000010|1,1,8,1,1,5,30|1|0|31417|908385532|46||1||||0||2||3020136379||||13300256311687443145|2318226|1|||
2006|any|1529916742.930876236|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|718336|0x00000010|1,1,8,1,1,5,30|1|0|31417|908385532|46||1||||0||2||3020139235||||13300256311687443145|2321082|1|||
2007|any|1529916742.930876910|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|716288|0x00000010|1,1,8,1,1,5,30|1|0|31417|908385532|46||1||||0||2||3020142091||||13300256311687443145|2323938|1|||
2008|any|1529916742.930877561|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|714240|0x00000010|1,1,8,1,1,5,30|1|0|31417|908385532|46||1||||0||2||3020144947||||13300256311687443145|2326794|1|||
2009|any|1529916742.930878249|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|712192|0x00000010|1,1,8,1,1,5,30|1|0|31417|908385532|46||1||||0||2||3020147803||||13300256311687443145|2329650|1|||
2010|any|1529916742.930878897|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|710144|0x00000010|1,1,8,1,1,5,30|1|0|31417|908385532|46||1||||0||2||3020150659||||13300256311687443145|2332506|1|||
2011|any|1529916742.930879524|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|708096|0x00000010|1,1,8,1,1,5,30|1|0|31417|908385532|46||1||||0||2||3020153515||||13300256311687443145|2335362|1|||
2012|any|1529916742.930880210|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|706048|0x00000010|1,1,8,1,1,5,30|1|0|31417|908385532|46||1||||0||2||3020156371||||13300256311687443145|2338218|1|||
2013|any|1529916742.930880831|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|701952|0x00000010|1,1,8,1,1,5,30|1|0|31417|908385532|46||1||||0||2||3020162083||||13300256311687443145|2343930|1|||
2014|any|1529916742.930881508|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|699904|0x00000010|1,1,8,1,1,5,30|1|0|31417|908385532|46||1||||0||2||3020164939||||13300256311687443145|2346786|1|||
2015|any|1529916742.930882319|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|697856|0x00000010|1,1,8,1,1,5,30|1|0|31417|908385532|46||1||||0||2||3020167795||||13300256311687443145|2349642|1|||
2016|any|1529916742.933630197|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|693760|0x00000010|1,1,8,1,1,5,30|1|0|31417|908385532|46||1||||0||2||3020173507||||13300256311687443145|2355354|1|||
2017|any|1529916742.933631677|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|692736|0x00000010|1,1,8,1,1,5,30|1|0|31417|908385532|46||1||||0||2||3020174935||||13300256311687443145|2356782|1|||
2018|any|1529916742.935887600|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|733184|0x00000010|1,1,8,1,1,5,30|1|0|31417|908385537|46||1||||0||2||3020177487||||13300256311687443145|2359334|1|||
2019|any|1529916743.573940288|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|1127641|2856|1|908386134|542||1||||0||2|3020177487|3485921993|1127641|64260||6246007917519323215|1|2359334|2019||
2020|any|1529916743.581410022|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1130497|2856|1|908386136|542||1||||0||2||3485921993||||6246007917519326071|1|2362190|2019||
2021|any|1529916743.586706275|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1130497|908386198|64||1||||0||2||3020177487||||13300256311687443145|2359334|1|||
2022|any|1529916743.591784190|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1133353|908386205|69||1||||0||2||3020177487||||13300256311687443145|2359334|1|||
2023|any|1529916743.594243351|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1133353|2856|1|908386139|542||1||||0||2||3485921993||||6246007917519328927|1|2365046|2019||
2024|any|1529916743.604517471|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1136209|908386218|79||1||||0||2||3020177487||||13300256311687443145|2359334|1|||
2025|any|1529916743.604516721|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1136209|2856|1|908386141|542||1||||0||2||3485921993||||6246007917519331783|1|2367902|2019||
2026|any|1529916743.614584229|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1139065|908386228|87||1||||0||2||3020177487||||13300256311687443145|2359334|1|||
2027|any|1529916743.616895112|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1139065|2856|1|908386143|542||1||||0||2||3485921993||||6246007917519334639|1|2370758|2019||
2028|any|1529916743.627119095|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1141921|908386240|97||1||||0||2||3020177487||||13300256311687443145|2359334|1|||
2029|any|1529916743.629474479|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1141921|2856|1|908386146|542||1||||0||2||3485921993||||6246007917519337495|1|2373614|2019||
2030|any|1529916743.640678691|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1144777|908386253|107||1||||0||2||3020177487||||13300256311687443145|2359334|1|||
2031|any|1529916743.640681730|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1144777|2856|1|908386149|542||1||||0||2||3485921993||||6246007917519340351|1|2376470|2019||
2032|any|1529916743.650920327|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1147633|908386264|115||1||||0||2||3020177487||||13300256311687443145|2359334|1|||
2033|any|1529916743.653398763|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1147633|2856|1|908386151|542||1||||0||2||3485921993||||6246007917519343207|1|2379326|2019||
2034|any|1529916743.663834284|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1150489|908386277|126||1||||0||2||3020177487||||13300256311687443145|2359334|1|||
2035|any|1529916743.666338436|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1150489|2856|1|908386153|542||1||||0||2||3485921993||||6246007917519346063|1|2382182|2019||
2036|any|1529916743.677300631|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1153345|908386290|137||1||||0||2||3020177487||||13300256311687443145|2359334|1|||
2037|any|1529916743.677299552|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1153345|2856|1|908386156|542||1||||0||2||3485921993||||6246007917519348919|1|2385038|2019||
2038|any|1529916743.687416561|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1156201|908386301|145||1||||0||2||3020177487||||13300256311687443145|2359334|1|||
2039|any|1529916743.689693172|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1156201|2856|1|908386158|542||1||||0||2||3485921993||||6246007917519351775|1|2387894|2019||
2040|any|1529916743.700432822|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1159057|908386313|155||1||||0||2||3020177487||||13300256311687443145|2359334|1|||
2041|any|1529916743.700436637|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1159057|2856|1|908386161|542||1||||0||2||3485921993||||6246007917519354631|1|2390750|2019||
2042|any|1529916743.712016951|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1161913|908386324|163||1||||0||2||3020177487||||13300256311687443145|2359334|1|||
2043|any|1529916743.712020545|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1161913|2856|1|908386163|542||1||||0||2||3485921993||||6246007917519357487|1|2393606|2019||
2044|any|1529916743.724560866|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1164769|908386336|173||1||||0||2||3020177487||||13300256311687443145|2359334|1|||
2045|any|1529916743.724564647|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1164769|2856|1|908386166|542||1||||0||2||3485921993||||6246007917519360343|1|2396462|2019||
2046|any|1529916743.737263698|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1167625|908386348|182||1||||0||2||3020177487||||13300256311687443145|2359334|1|||
2047|any|1529916743.737275696|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1167625|2856|1|908386168|542||1||||0||2||3485921993||||6246007917519363199|1|2399318|2019||
2048|any|1529916743.749336111|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1170481|908386361|193||1||||0||2||3020177487||||13300256311687443145|2359334|1|||
2049|any|1529916743.749339504|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1170481|2856|1|908386170|542||1||||0||2||3485921993||||6246007917519366055|1|2402174|2019||
2050|any|1529916743.761239071|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1173337|908386373|203||1||||0||2||3020177487||||13300256311687443145|2359334|1|||
2051|any|1529916743.761242893|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1173337|2856|1|908386173|542||1||||0||2||3485921993||||6246007917519368911|1|2405030|2019||
2052|any|1529916743.772639895|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1176193|908386385|212||1||||0||2||3020177487||||13300256311687443145|2359334|1|||
2053|any|1529916743.772642596|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1176193|2856|1|908386176|542||1||||0||2||3485921993||||6246007917519371767|1|2407886|2019||
2054|any|1529916743.782743473|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1179049|908386396|220||1||||0||2||3020177487||||13300256311687443145|2359334|1|||
2055|any|1529916743.785363922|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1179049|2856|1|908386178|542||1||||0||2||3485921993||||6246007917519374623|1|2410742|2019||
2056|any|1529916743.796103539|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1181905|908386409|231||1||||0||2||3020177487||||13300256311687443145|2359334|1|||
2057|any|1529916743.798681457|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1181905|2856|1|908386181|542||1||||0||2||3485921993||||6246007917519377479|1|2413598|2019||
2058|any|1529916743.808778871|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1184761|908386422|241||1||||0||2||3020177487||||13300256311687443145|2359334|1|||
2059|any|1529916743.808724788|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1184761|2856|1|908386183|542||1||||0||2||3485921993||||6246007917519380335|1|2416454|2019||
2060|any|1529916743.819820364|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1187617|908386432|249||1||||0||2||3020177487||||13300256311687443145|2359334|1|||
2061|any|1529916743.819978633|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1187617|2856|1|908386185|542||1||||0||2||3485921993||||6246007917519383191|1|2419310|2019||
2062|any|1529916743.831227482|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1190473|908386443|258||1||||0||2||3020177487||||13300256311687443145|2359334|1|||
2063|any|1529916743.833670744|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1190473|1428|1|908386188|542||1||||0||2||3485921993||||6246007917519386047|1|2422166|2019||
2064|any|1529916743.878920249|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|733184|0x00000010|1,1,8,1,1,5,30|1|0|31417|908386476|46||1||||0||2||3020183199||||13300256311687443145|2365046|1|||
2065|any|1529916743.887680256|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|733184|0x00000010|1,1,8,1,1,5,30|1|0|31417|908386484|46||1||||0||2||3020186055||||13300256311687443145|2367902|1|||
2066|any|1529916743.896498342|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|732672|0x00000010|1,1,8,1,1,5,30|1|0|31417|908386493|46||1||||0||2||3020188911||||13300256311687443145|2370758|1|||
2067|any|1529916743.905308814|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|731136|0x00000010|1,1,8,1,1,5,30|1|0|31417|908386501|46||1||||0||2||3020191767||||13300256311687443145|2373614|1|||
2068|any|1529916743.913880143|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|729600|0x00000010|1,1,8,1,1,5,30|1|0|31417|908386510|46||1||||0||2||3020194623||||13300256311687443145|2376470|1|||
2069|any|1529916743.922430179|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|728576|0x00000010|1,1,8,1,1,5,30|1|0|31417|908386519|46||1||||0||2||3020197479||||13300256311687443145|2379326|1|||
2070|any|1529916743.931162001|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|727040|0x00000010|1,1,8,1,1,5,30|1|0|31417|908386528|46||1||||0||2||3020200335||||13300256311687443145|2382182|1|||
2071|any|1529916743.939890513|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|725504|0x00000010|1,1,8,1,1,5,30|1|0|31417|908386536|46||1||||0||2||3020203191||||13300256311687443145|2385038|1|||
2072|any|1529916743.948661857|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|723968|0x00000010|1,1,8,1,1,5,30|1|0|31417|908386545|46||1||||0||2||3020206047||||13300256311687443145|2387894|1|||
2073|any|1529916743.957334722|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|722432|0x00000010|1,1,8,1,1,5,30|1|0|31417|908386553|46||1||||0||2||3020208903||||13300256311687443145|2390750|1|||
2074|any|1529916743.966114104|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|721408|0x00000010|1,1,8,1,1,5,30|1|0|31417|908386562|46||1||||0||2||3020211759||||13300256311687443145|2393606|1|||
2075|any|1529916743.984628256|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|718336|0x00000010|1,1,8,1,1,5,30|1|0|31417|908386580|46||1||||0||2||3020217471||||13300256311687443145|2399318|1|||
2076|any|1529916743.993450475|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|716800|0x00000010|1,1,8,1,1,5,30|1|0|31417|908386588|46||1||||0||2||3020220327||||13300256311687443145|2402174|1|||
2077|any|1529916744.019121269|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|711168|0x00000010|1,1,8,1,1,5,30|1|0|31417|908386616|46||1||||0||2||3020228895||||13300256311687443145|2410742|1|||
2078|any|1529916744.027768589|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|709120|0x00000010|1,1,8,1,1,5,30|1|0|31417|908386624|46||1||||0||2||3020231751||||13300256311687443145|2413598|1|||
2079|any|1529916744.036508953|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|707072|0x00000010|1,1,8,1,1,5,30|1|0|31417|908386633|46||1||||0||2||3020234607||||13300256311687443145|2416454|1|||
2080|any|1529916744.244478569|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|705024|0x00000010|1,1,8,1,1,5,30|1|0|31417|908386641|46||1||||0||2||3020237463||||13300256311687443145|2419310|1|||
2081|any|1529916744.244474511|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|1191901|2856|1|908386215|542||1||||0||2|3020241747|3485921993|1191901|64260||6246007917519387475|1|2423594|2081||
2082|any|1529916744.245145921|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|702976|0x00000010|1,1,8,1,1,5,30|1|0|31417|908386650|46||1||||0||2||3020240319||||13300256311687443145|2422166|1|||
2083|any|1529916744.245147266|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|701952|0x00000010|1,1,8,1,1,5,30|1|0|31417|908386659|46||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2084|any|1529916744.252929360|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1194757|2856|1|908386224|542||1||||0||2||3485921993||||6246007917519390331|1|2426450|2081||
2085|any|1529916744.255281720|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1191901|908386868|269||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2086|any|1529916744.255283375|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1194757|908386868|653||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2087|any|1529916744.264433539|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1197613|908386876|652||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2088|any|1529916744.264432129|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1197613|2856|1|908386226|542||1||||0||2||3485921993||||6246007917519393187|1|2429306|2081||
2089|any|1529916744.274224641|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1200469|2856|1|908386233|542||1||||0||2||3485921993||||6246007917519396043|1|2432162|2081||
2090|any|1529916744.279319773|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1200469|908386888|662||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2091|any|1529916744.289991647|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1203325|908386900|665||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2092|any|1529916744.295943956|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1203325|2856|1|908386236|542||1||||0||2||3485921993||||6246007917519398899|1|2435018|2081||
2093|any|1529916744.301684459|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1206181|2856|1|908386238|542||1||||0||2||3485921993||||6246007917519401755|1|2437874|2081||
2094|any|1529916744.307342342|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1206181|908386919|683||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2095|any|1529916744.311720205|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1209037|908386925|687||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2096|any|1529916744.314332052|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1209037|2856|1|908386246|542||1||||0||2||3485921993||||6246007917519404611|1|2440730|2081||
2097|any|1529916744.324917631|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1211893|908386938|692||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2098|any|1529916744.327284300|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1211893|2856|1|908386248|542||1||||0||2||3485921993||||6246007917519407467|1|2443586|2081||
2099|any|1529916744.339157164|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1214749|908386951|703||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2100|any|1529916744.339161329|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1214749|2856|1|908386251|542||1||||0||2||3485921993||||6246007917519410323|1|2446442|2081||
2101|any|1529916744.350772586|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1217605|908386963|712||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2102|any|1529916744.350776915|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1217605|2856|1|908386258|542||1||||0||2||3485921993||||6246007917519413179|1|2449298|2081||
