packetid|interface|reltime|abstime|ipsrc|ipdst|ipsrc_host|ipdst_host|tcpstream|sport|dport|rwnd|tcpflags|tcpoptions|tcpseq|tcplen|tcpack|tcptsval|tcptsecr|expected_token|mptcpstream|sendkey|recvkey|recvtok|datafin|mptcpversion|subtype|dss_dsn|dss_rawack|dss_ssn|dss_length|addrid|dsnraw64|dack|dsn|related_mappings|reinjection_of|reinjected_in
2168|any|29.218111366|1529916744.975558139|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1421201|2856|1|908386960|282||1||||0||2||3485921993||||6246007917519616775|1|2652894|2146||
2169|any|29.218109575|1529916744.975556348|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387537|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2170|any|29.230560695|1529916744.988007468|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1424057|2856|1|908386969|282||1||||0||2||3485921993||||6246007917519619631|1|2655750|2146||
2171|any|29.233028787|1529916744.990475560|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387551|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2172|any|29.242566266|1529916745.000013039|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1426913|2856|1|908386972|282||1||||0||2||3485921993||||6246007917519622487|1|2658606|2146||
2173|any|29.242569475|1529916745.000016248|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387561|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2174|any|29.254629901|1529916745.012076674|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1429769|2856|1|908386980|282||1||||0||2||3485921993||||6246007917519625343|1|2661462|2146||
2175|any|29.254632871|1529916745.012079644|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387573|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2176|any|29.264274463|1529916745.021721236|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387585|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2177|any|29.266765142|1529916745.024211915|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1432625|2856|1|908386983|282||1||||0||2||3485921993||||6246007917519628199|1|2664318|2146||
2178|any|29.278764646|1529916745.036211419|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1435481|2856|1|908386985|282||1||||0||2||3485921993||||6246007917519631055|1|2667174|2146||
2179|any|29.278767681|1529916745.036214454|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387599|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2180|any|29.290783022|1529916745.048229795|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1438337|2856|1|908386992|282||1||||0||2||3485921993||||6246007917519633911|1|2670030|2146||
2181|any|29.290785870|1529916745.048232643|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387609|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2182|any|29.302836662|1529916745.060283435|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1441193|2856|1|908386995|282||1||||0||2||3485921993||||6246007917519636767|1|2672886|2146||
2183|any|29.302839668|1529916745.060286441|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387621|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2184|any|29.314190573|1529916745.071637346|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1444049|2856|1|908386997|282||1||||0||2||3485921993||||6246007917519639623|1|2675742|2146||
2185|any|29.317168188|1529916745.074614961|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387633|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2186|any|29.322404043|1529916745.079850816|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387640|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2187|any|29.325862463|1529916745.083309236|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1446905|2856|1|908387005|282||1||||0||2||3485921993||||6246007917519642479|1|2678598|2146||
2188|any|29.331782951|1529916745.089229724|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387650|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2189|any|29.340068437|1529916745.097515210|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1449761|2856|1|908387007|282||1||||0||2||3485921993||||6246007917519645335|1|2681454|2146||
2190|any|29.346056809|1529916745.103503582|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387662|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2191|any|29.351418432|1529916745.108865205|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1452617|1428|1|908387016|282||1||||0||2||3485921993||||6246007917519648191|1|2684310|2146||
2192|any|29.356238248|1529916745.113685021|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|1454045|2856|1|908387353|65||1||||0||2|3020503891|3485921993|1454045|64260||6246007917519649619|1|2685738|2192||
2193|any|29.356241338|1529916745.113688111|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387676|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2194|any|29.368273159|1529916745.125719932|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1456901|2856|1|908387356|65||1||||0||2||3485921993||||6246007917519652475|1|2688594|2192||
2195|any|29.368271651|1529916745.125718424|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387687|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2196|any|29.380504479|1529916745.137951252|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1459757|2856|1|908387358|65||1||||0||2||3485921993||||6246007917519655331|1|2691450|2192||
2197|any|29.380502819|1529916745.137949592|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387698|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2198|any|29.392879803|1529916745.150326576|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1462613|2856|1|908387360|65||1||||0||2||3485921993||||6246007917519658187|1|2694306|2192||
2199|any|29.395384568|1529916745.152831341|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387713|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2200|any|29.404936981|1529916745.162383754|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1465469|2856|1|908387366|65||1||||0||2||3485921993||||6246007917519661043|1|2697162|2192||
2201|any|29.404935322|1529916745.162382095|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387724|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2202|any|29.416861712|1529916745.174308485|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1468325|2856|1|908387368|65||1||||0||2||3485921993||||6246007917519663899|1|2700018|2192||
2203|any|29.416864878|1529916745.174311651|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387735|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2204|any|29.428840611|1529916745.186287384|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1471181|2856|1|908387371|65||1||||0||2||3485921993||||6246007917519666755|1|2702874|2192||
2205|any|29.428843798|1529916745.186290571|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387747|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2206|any|29.438611261|1529916745.196058034|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387759|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2207|any|29.441193854|1529916745.198640627|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1474037|2856|1|908387373|65||1||||0||2||3485921993||||6246007917519669611|1|2705730|2192||
2208|any|29.453656145|1529916745.211102918|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1476893|2856|1|908387378|65||1||||0||2||3485921993||||6246007917519672467|1|2708586|2192||
2209|any|29.453659596|1529916745.211106369|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387770|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2210|any|29.466291746|1529916745.223738519|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1479749|2856|1|908387381|65||1||||0||2||3485921993||||6246007917519675323|1|2711442|2192||
2211|any|29.466295969|1529916745.223742742|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387784|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2212|any|29.477815075|1529916745.235261848|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1482605|2856|1|908387383|65||1||||0||2||3485921993||||6246007917519678179|1|2714298|2192||
2213|any|29.477818661|1529916745.235265434|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387795|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2214|any|29.489242815|1529916745.246689588|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1485461|2856|1|908387385|65||1||||0||2||3485921993||||6246007917519681035|1|2717154|2192||
2215|any|29.489246043|1529916745.246692816|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387807|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2216|any|29.500491857|1529916745.257938630|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1488317|2856|1|908387390|65||1||||0||2||3485921993||||6246007917519683891|1|2720010|2192||
2217|any|29.500490438|1529916745.257937211|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387820|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2218|any|29.514121815|1529916745.271568588|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1491173|2856|1|908387395|65||1||||0||2||3485921993||||6246007917519686747|1|2722866|2192||
2219|any|29.514124836|1529916745.271571609|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387832|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2220|any|29.526273226|1529916745.283719999|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1494029|2856|1|908387397|65||1||||0||2||3485921993||||6246007917519689603|1|2725722|2192||
2221|any|29.526275931|1529916745.283722704|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387844|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2222|any|29.538641736|1529916745.296088509|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1496885|2856|1|908387400|65||1||||0||2||3485921993||||6246007917519692459|1|2728578|2192||
2223|any|29.538644616|1529916745.296091389|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387856|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2224|any|29.548362250|1529916745.305809023|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1499741|2856|1|908387402|65||1||||0||2||3485921993||||6246007917519695315|1|2731434|2192||
2225|any|29.548361223|1529916745.305807996|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387867|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2226|any|29.560333251|1529916745.317780024|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1502597|2856|1|908387404|65||1||||0||2||3485921993||||6246007917519698171|1|2734290|2192||
2227|any|29.560331822|1529916745.317778595|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387879|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2228|any|29.574463429|1529916745.331910202|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1505453|2856|1|908387409|65||1||||0||2||3485921993||||6246007917519701027|1|2737146|2192||
2229|any|29.574466427|1529916745.331913200|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387893|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2230|any|29.585180958|1529916745.342627731|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1508309|2856|1|908387411|65||1||||0||2||3485921993||||6246007917519703883|1|2740002|2192||
2231|any|29.585179620|1529916745.342626393|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387903|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2232|any|29.594925889|1529916745.352372662|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387914|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2233|any|29.597952777|1529916745.355399550|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1511165|2856|1|908387415|65||1||||0||2||3485921993||||6246007917519706739|1|2742858|2192||
2234|any|29.602937296|1529916745.360384069|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387922|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2235|any|29.610118044|1529916745.367564817|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1514021|2856|1|908387420|65||1||||0||2||3485921993||||6246007917519709595|1|2745714|2192||
2236|any|29.617259773|1529916745.374706546|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387934|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2237|any|29.620252615|1529916745.377699388|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1516877|1428|1|908387423|65||1||||0||2||3485921993||||6246007917519712451|1|2748570|2192||
2238|any|29.626656105|1529916745.384102878|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000018|1,1,8,30,1,1|1518305|2552|1|908387529|64||1||||0||2|3020568151|3485921993|1518305|2552||6246007917519713879|1|2749998|2238||
2239|any|29.629078809|1529916745.386525582|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387947|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2240|any|29.639081368|1529916745.396528141|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|1520857|2856|1|908387597|66||1||||0||2|3020570703|3485921993|1520857|64260||6246007917519716431|1|2752550|2240||
2241|any|29.639084893|1529916745.396531666|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387958|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2242|any|29.648628426|1529916745.406075199|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387969|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2243|any|29.651025985|1529916745.408472758|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1523713|2856|1|908387602|66||1||||0||2||3485921993||||6246007917519719287|1|2755406|2240||
2244|any|29.662960613|1529916745.420407386|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1526569|2856|1|908387604|66||1||||0||2||3485921993||||6246007917519722143|1|2758262|2240||
2245|any|29.662963624|1529916745.420410397|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387982|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2246|any|29.672703064|1529916745.430149837|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387994|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2247|any|29.675210315|1529916745.432657088|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1529425|2856|1|908387607|66||1||||0||2||3485921993||||6246007917519724999|1|2761118|2240||
2248|any|29.687213270|1529916745.444660043|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1532281|2856|1|908387612|66||1||||0||2||3485921993||||6246007917519727855|1|2763974|2240||
2249|any|29.687216412|1529916745.444663185|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908388005|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2250|any|29.699690307|1529916745.457137080|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1535137|2856|1|908387614|66||1||||0||2||3485921993||||6246007917519730711|1|2766830|2240||
2251|any|29.699693530|1529916745.457140303|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908388018|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2252|any|29.711358819|1529916745.468805592|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1537993|2856|1|908387617|66||1||||0||2||3485921993||||6246007917519733567|1|2769686|2240||
2253|any|29.722643335|1529916745.480090108|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1540849|2856|1|908387619|66||1||||0||2||3485921993||||6246007917519736423|1|2772542|2240||
2254|any|29.722760404|1529916745.480207177|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908388042|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2255|any|29.734050532|1529916745.491497305|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1543705|2856|1|908387624|66||1||||0||2||3485921993||||6246007917519739279|1|2775398|2240||
2256|any|29.736967342|1529916745.494414115|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908388054|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2257|any|29.745425700|1529916745.502872473|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1546561|2856|1|908387626|66||1||||0||2||3485921993||||6246007917519742135|1|2778254|2240||
2258|any|29.747684757|1529916745.505131530|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908388066|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2259|any|29.757457651|1529916745.514904424|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1549417|2856|1|908387629|66||1||||0||2||3485921993||||6246007917519744991|1|2781110|2240||
2260|any|29.759724460|1529916745.517171233|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908388078|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2261|any|29.769381234|1529916745.526828007|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1552273|2856|1|908387631|66||1||||0||2||3485921993||||6246007917519747847|1|2783966|2240||
2262|any|29.771743366|1529916745.529190139|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908388089|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2263|any|29.781391911|1529916745.538838684|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1555129|2856|1|908387636|66||1||||0||2||3485921993||||6246007917519750703|1|2786822|2240||
2264|any|29.781344448|1529916745.538791221|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908388101|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2265|any|29.795303327|1529916745.552750100|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1560841|2856|1|908387643|66||1||||0||2||3485921993||||6246007917519756415|1|2792534|2240||
2266|any|29.795419598|1529916745.552866371|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908388115|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2267|any|29.805491351|1529916745.562938124|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1563697|2856|1|908387645|66||1||||0||2||3485921993||||6246007917519759271|1|2795390|2240||
2268|any|29.807746708|1529916745.565193481|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908388126|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2269|any|29.817585979|1529916745.575032752|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1566553|2856|1|908387648|66||1||||0||2||3485921993||||6246007917519762127|1|2798246|2240||
2270|any|29.820026215|1529916745.577472988|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908388138|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
