packetid|interface|reltime|abstime|ipsrc|ipdst|ipsrc_host|ipdst_host|tcpstream|sport|dport|rwnd|tcpflags|tcpoptions|tcpseq|tcplen|tcpack|tsval|tsecr|expected_token|mptcpstream|sendkey|recvkey|recvtok|datafin|mptcpversion|dack|dsn
1953|any|27.196061033|1529916742.95351|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|722432|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2315370|1
1954|any|27.196061593|1529916742.95351|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|720384|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2318226|1
1955|any|27.196062216|1529916742.95351|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|718336|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2321082|1
1956|any|27.19606277|1529916742.95351|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|716288|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2323938|1
1957|any|27.196063347|1529916742.95351|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|714240|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2326794|1
1958|any|27.196063906|1529916742.95351|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|712192|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2329650|1
1959|any|27.196064499|1529916742.95351|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|710144|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2332506|1
1960|any|27.196065053|1529916742.95351|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|708096|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2335362|1
1961|any|27.196065648|1529916742.95351|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|706048|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2338218|1
1962|any|27.196066215|1529916742.95351|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|699904|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2346786|1
1963|any|27.198402646|1529916742.95585|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|693760|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2355354|1
1964|any|27.198403574|1529916742.95585|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|692736|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2356782|1
1965|any|27.201136778|1529916742.95858|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|733184|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2359334|1
1966|any|27.203321046|1529916742.96077|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1123661|407|407||1||||0||2292522|1
1967|any|27.219354886|1529916742.9768|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1127641|411|411||1||||0||2359334|1
1968|any|27.765126312|1529916743.52257|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|1127641|2856|1|542|542||1||||0||1|2359334
1969|any|27.772381134|1529916743.52983|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1130497|2856|1|542|542||1||||0||1|2362190
1970|any|27.784531521|1529916743.54198|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1133353|2856|1|542|542||1||||0||1|2365046
1971|any|27.794873546|1529916743.55232|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1136209|2856|1|542|542||1||||0||1|2367902
1972|any|27.808881193|1529916743.56633|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1139065|2856|1|542|542||1||||0||1|2370758
1973|any|27.821635603|1529916743.57908|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1141921|2856|1|542|542||1||||0||1|2373614
1974|any|27.832528525|1529916743.58998|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1144777|2856|1|542|542||1||||0||1|2376470
1975|any|27.844784125|1529916743.60223|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1147633|2856|1|542|542||1||||0||1|2379326
1976|any|27.856972386|1529916743.61442|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1150489|2856|1|542|542||1||||0||1|2382182
1977|any|27.867217883|1529916743.62466|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1153345|2856|1|542|542||1||||0||1|2385038
1978|any|27.879689986|1529916743.63714|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1156201|2856|1|542|542||1||||0||1|2387894
1979|any|27.879693487|1529916743.63714|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1130497|64|64||1||||0||2359334|1
1980|any|27.885839285|1529916743.64329|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1133353|69|69||1||||0||2359334|1
1981|any|27.891074529|1529916743.64852|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1159057|2856|1|542|542||1||||0||1|2390750
1982|any|27.898357492|1529916743.6558|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1136209|79|79||1||||0||2359334|1
1983|any|27.903861154|1529916743.66131|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1161913|2856|1|542|542||1||||0||1|2393606
1984|any|27.908893097|1529916743.66634|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1139065|87|87||1||||0||2359334|1
1985|any|27.91520617|1529916743.67265|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1164769|2856|1|542|542||1||||0||1|2396462
1986|any|27.91985636|1529916743.6773|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1141921|97|97||1||||0||2359334|1
1987|any|27.927198945|1529916743.68465|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1167625|2856|1|542|542||1||||0||1|2399318
1988|any|27.934742558|1529916743.69219|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1144777|107|107||1||||0||2359334|1
1989|any|27.94042219|1529916743.69787|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1170481|2856|1|542|542||1||||0||1|2402174
1990|any|27.946275102|1529916743.70372|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1147633|115|115||1||||0||2359334|1
1991|any|27.951727744|1529916743.70917|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1173337|2856|1|542|542||1||||0||1|2405030
1992|any|27.957624767|1529916743.71507|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1150489|126|126||1||||0||2359334|1
1993|any|27.964083662|1529916743.72153|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1176193|2856|1|542|542||1||||0||1|2407886
1994|any|27.97006697|1529916743.72751|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1153345|137|137||1||||0||2359334|1
1995|any|27.976540653|1529916743.73399|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1179049|2856|1|542|542||1||||0||1|2410742
1996|any|27.980105839|1529916743.73755|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1156201|145|145||1||||0||2359334|1
1997|any|27.988765255|1529916743.74621|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1181905|2856|1|542|542||1||||0||1|2413598
1998|any|27.995038228|1529916743.75249|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1159057|155|155||1||||0||2359334|1
1999|any|28.000549998|1529916743.758|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1184761|2856|1|542|542||1||||0||1|2416454
2000|any|28.006872031|1529916743.76432|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1161913|163|163||1||||0||2359334|1
2001|any|28.012196312|1529916743.76964|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1187617|2856|1|542|542||1||||0||1|2419310
2002|any|28.017624879|1529916743.77507|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1164769|173|173||1||||0||2359334|1
2003|any|28.023525724|1529916743.78097|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1190473|1428|1|542|542||1||||0||1|2422166
2004|any|28.030493241|1529916743.78794|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|1191901|2856|1|542|542||1||||0||1|2423594
2005|any|28.030498212|1529916743.78795|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1167625|182|182||1||||0||2359334|1
2006|any|28.041412695|1529916743.79886|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1194757|2856|1|542|542||1||||0||1|2426450
2007|any|28.043634238|1529916743.80108|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1170481|193|193||1||||0||2359334|1
2008|any|28.053731343|1529916743.81118|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1197613|2856|1|542|542||1||||0||1|2429306
2009|any|28.056740173|1529916743.81419|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1173337|203|203||1||||0||2359334|1
2010|any|28.066318647|1529916743.82377|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1200469|2856|1|542|542||1||||0||1|2432162
2011|any|28.066316424|1529916743.82376|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1176193|212|212||1||||0||2359334|1
2012|any|28.076226477|1529916743.83367|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1179049|220|220||1||||0||2359334|1
2013|any|28.283397891|1529916744.04084|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1203325|2856|1|542|542||1||||0||1|2435018
2014|any|28.332029713|1529916744.08948|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1206181|2856|1|542|542||1||||0||1|2437874
2015|any|28.338743878|1529916744.09619|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1209037|2856|1|542|542||1||||0||1|2440730
2016|any|28.350345402|1529916744.10779|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1211893|2856|1|542|542||1||||0||1|2443586
2017|any|28.361979174|1529916744.11943|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1214749|2856|1|542|542||1||||0||1|2446442
2018|any|28.375497761|1529916744.13294|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1217605|2856|1|542|542||1||||0||1|2449298
2019|any|28.398288753|1529916744.15574|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1220461|2856|1|542|542||1||||0||1|2452154
2020|any|28.404932198|1529916744.16238|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1223317|2856|1|542|542||1||||0||1|2455010
2021|any|28.415973299|1529916744.17342|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1226173|2856|1|542|542||1||||0||1|2457866
2022|any|28.429514242|1529916744.18696|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1229029|2856|1|542|542||1||||0||1|2460722
2023|any|28.440827911|1529916744.19827|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1231885|2856|1|542|542||1||||0||1|2463578
2024|any|28.463257908|1529916744.22071|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1234741|2856|1|542|542||1||||0||1|2466434
2025|any|28.48702157|1529916744.24447|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1240453|2856|1|542|542||1||||0||1|2472146
2026|any|28.487029933|1529916744.24448|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1181905|231|231||1||||0||2359334|1
2027|any|28.487035422|1529916744.24448|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|733184|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2365046|1
2028|any|28.487070518|1529916744.24452|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|733184|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2367902|1
2029|any|28.487696907|1529916744.24514|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1184761|241|241||1||||0||2359334|1
2030|any|28.487697747|1529916744.24514|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1187617|249|249||1||||0||2359334|1
2031|any|28.487698441|1529916744.24515|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1190473|258|258||1||||0||2359334|1
2032|any|28.487702432|1529916744.24515|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|732672|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2370758|1
2033|any|28.487703165|1529916744.24515|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|731136|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2373614|1
2034|any|28.487703851|1529916744.24515|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|729600|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2376470|1
2035|any|28.487704524|1529916744.24515|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|728576|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2379326|1
2036|any|28.487705148|1529916744.24515|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|727040|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2382182|1
2037|any|28.487705744|1529916744.24515|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|725504|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2385038|1
2038|any|28.48770642|1529916744.24515|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|723968|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2387894|1
2039|any|28.487707123|1529916744.24515|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|722432|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2390750|1
2040|any|28.48770775|1529916744.24515|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|721408|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2393606|1
2041|any|28.487708389|1529916744.24516|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|716800|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2402174|1
2042|any|28.487709054|1529916744.24516|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|711168|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2410742|1
2043|any|28.487709754|1529916744.24516|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|709120|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2413598|1
2044|any|28.487710363|1529916744.24516|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|707072|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2416454|1
2045|any|28.492704645|1529916744.25015|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1243309|2856|1|542|542||1||||0||1|2475002
2046|any|28.504661678|1529916744.26211|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1246165|2856|1|542|542||1||||0||1|2477858
2047|any|28.507118768|1529916744.26457|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|705024|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2419310|1
2048|any|28.509436683|1529916744.26688|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|702976|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2422166|1
2049|any|28.509437506|1529916744.26688|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|701952|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2423594|1
2050|any|28.516676714|1529916744.27412|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1249021|2856|1|542|542||1||||0||1|2480714
2051|any|28.530195003|1529916744.28764|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1251877|2856|1|542|542||1||||0||1|2483570
2052|any|28.54104565|1529916744.29849|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1254733|1428|1|542|542||1||||0||1|2486426
2053|any|28.546780043|1529916744.30423|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000018|1,1,8,30,1,1|1256161|2552|1|67|67||1||||0||1|2487854
2054|any|28.549893|1529916744.30734|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1191901|269|269||1||||0||2423594|1
2055|any|28.549893965|1529916744.30734|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1194757|653|653||1||||0||2423594|1
2056|any|28.557014553|1529916744.31446|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1197613|652|652||1||||0||2423594|1
2057|any|28.559270107|1529916744.31672|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1261569|2856|1|282|282||1||||0||1|2493262
2058|any|28.569838984|1529916744.32729|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1264425|2856|1|282|282||1||||0||1|2496118
2059|any|28.573597866|1529916744.33104|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1200469|662|662||1||||0||2423594|1
2060|any|28.58171634|1529916744.33916|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1267281|2856|1|282|282||1||||0||1|2498974
2061|any|28.584323513|1529916744.34177|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1203325|665|665||1||||0||2423594|1
2062|any|28.595736906|1529916744.35318|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1270137|2856|1|282|282||1||||0||1|2501830
2063|any|28.601242312|1529916744.35869|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1206181|683|683||1||||0||2423594|1
2064|any|28.606097503|1529916744.36354|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1272993|2856|1|282|282||1||||0||1|2504686
2065|any|28.606096712|1529916744.36354|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1209037|687|687||1||||0||2423594|1
2066|any|28.618334782|1529916744.37578|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1275849|2856|1|282|282||1||||0||1|2507542
2067|any|28.618333554|1529916744.37578|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1211893|692|692||1||||0||2423594|1
2068|any|28.63163456|1529916744.38908|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1278705|2856|1|282|282||1||||0||1|2510398
2069|any|28.631752747|1529916744.3892|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1214749|703|703||1||||0||2423594|1
2070|any|28.643473442|1529916744.40092|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1281561|2856|1|282|282||1||||0||1|2513254
2071|any|28.643482681|1529916744.40093|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1217605|712|712||1||||0||2423594|1
2072|any|28.653945243|1529916744.41139|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1284417|2856|1|282|282||1||||0||1|2516110
2073|any|28.65394794|1529916744.41139|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1220461|716|716||1||||0||2423594|1
2074|any|28.667685849|1529916744.42513|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1287273|2856|1|282|282||1||||0||1|2518966
2075|any|28.670658024|1529916744.4281|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1223317|725|725||1||||0||2423594|1
2076|any|28.679567092|1529916744.43701|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1290129|2856|1|282|282||1||||0||1|2521822
2077|any|28.679571275|1529916744.43702|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1226173|729|729||1||||0||2423594|1
2078|any|28.690426716|1529916744.44787|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1292985|2856|1|282|282||1||||0||1|2524678
2079|any|28.690425793|1529916744.44787|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1229029|738|738||1||||0||2423594|1
2080|any|28.704074862|1529916744.46152|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1295841|2856|1|282|282||1||||0||1|2527534
2081|any|28.70407235|1529916744.46152|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1231885|746|746||1||||0||2423594|1
2082|any|28.714866355|1529916744.47231|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1298697|2856|1|282|282||1||||0||1|2530390
2083|any|28.715002635|1529916744.47245|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1234741|753|753||1||||0||2423594|1
2084|any|28.725980597|1529916744.48343|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1301553|2856|1|282|282||1||||0||1|2533246
2085|any|28.728444005|1529916744.48589|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1237597|761|761||1||||0||2423594|1
2086|any|28.739461671|1529916744.49691|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1304409|2856|1|282|282||1||||0||1|2536102
2087|any|28.7394601|1529916744.49691|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|761|761||1||||0||2423594|1
2088|any|28.749882891|1529916744.50733|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1307265|2856|1|282|282||1||||0||1|2538958
2089|any|28.752255915|1529916744.5097|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|761|761||1||||0||2423594|1
